,path,sentence
41022,wavs/record_smarthome_7000037_667.wav,ปิดเตาไฟฟ้าในห้องครัว
41023,wavs/record_smarthome_7000018_1245.wav,เปลี่ยนไปเพลงถัดไป
41027,wavs/record_smarthome_7000034_281.wav,ปรับอุณหภูมิเครื่องทำน้ำอุ่นอยู่ที่ระดับกลาง
41028,wavs/record_smarthome_7000018_745.wav,ปิดไฟ
41029,wavs/record_healthcare_7000034_1209.wav,เมื่อคืนนอนไม่หลับค่ะเช้านี้รู้สึกวิงเวียนหัวกับคลื่นไส้
41032,wavs/record_healthcare_7000031_534.wav,รู้สึกปวดหลังแล้วเหมือนจะร้าวที่ก้น
41034,wavs/record_healthcare_7000027_2383.wav,ปวดหัวเหมือนมีก้อนหินในหัว
41039,wavs/record_healthcare_7000023_1201.wav,เดี๋ยวนี้นั่งนานนานแล้วรู้สึกปวดไหล่
41040,wavs/record_healthcare_7000040_674.wav,เจ็บบริเวณหัวใจแปลบแปลบทำให้หายใจไม่สะดวก
41042,wavs/record_smarthome_7000033_363.wav,ปิดก๊อกน้ำล้างมือ
41043,wavs/record_smarthome_7000043_1633.wav,เปิดพัดลมเบอร์สองให้พัดลมส่ายทั่วห้อง
41044,wavs/record_smarthome_7000029_522.wav,ปิดพัดลมในห้องอาหารในอีกสิบนาทีนะ
41045,wavs/record_smarthome_7000033_228.wav,ปรับทีวีให้ภาพชัดขึ้น
41046,wavs/record_smarthome_7000018_1382.wav,เปิดทีวีห้องเก็บของ
41048,wavs/record_healthcare_7000038_747.wav,เมื่ออายุมากขึ้นจึงทำให้เจ็บเข่า
41053,wavs/record_smarthome_7000051_1044.wav,หรี่ไฟ
41055,wavs/record_smarthome_7000025_1618.wav,เปิดพัดลมห้องนั่งเล่น
41058,wavs/record_smarthome_7000052_549.wav,ปิดม่านห้องนั่งเล่นสามทุ่มตรง
41061,wavs/record_smarthome_7000050_2139.wav,เปิดแอร์ห้องอาหารยี่สิบสององศาเซลเซียส
41063,wavs/record_healthcare_7000031_619.wav,วันนี้ตื่นขึ้นมารู้สึกปวดเข่าจังเลย
41064,wavs/record_smarthome_7000053_951.wav,ลดอุณหภูมิเครื่องทำน้ำอุ่น
41065,wavs/record_smarthome_7000031_1450.wav,เปิดน้ำอุ่นที่ฝักบัว
41066,wavs/record_smarthome_7000018_1845.wav,เปิดเครื่องกำจัดกลิ่นในห้องอาหาร
41067,wavs/record_smarthome_7000026_2487.wav,เปิดไฟในห้องเก็บของ
41069,wavs/record_smarthome_7000031_2307.wav,เปิดไฟที่จอดรถเวลาสิบแปดนาฬิกาจุดศูนย์นาที
41070,wavs/record_smarthome_7000052_667.wav,ปิดเตาไฟฟ้าในห้องครัว
41072,wavs/record_smarthome_7000028_924.wav,ระบายอากาศห้องเก็บของ
41075,wavs/record_smarthome_7000043_1347.wav,เปิดตู้เย็นห้องครัว
41077,wavs/record_smarthome_7000050_884.wav,ปิดไฟในห้องนั่งเล่นอีกห้าสิบนาที
41079,wavs/record_healthcare_7000020_1030.wav,ปวดหูแบบหูอื้อมีอะไรอัดอยู่เต็มหูแต่พอแคะดูก็ไม่มีอะไร
41081,wavs/record_smarthome_7000037_1247.wav,เปลี่ยนไฟกลางห้องเป็นแสงเหลือง
41082,wavs/record_healthcare_7000018_1140.wav,รู้สึกวิงเวียนเพราะตากแดดมา
41083,wavs/record_smarthome_7000017_357.wav,ปิดกาน้ำร้อนทันที
41085,wavs/record_smarthome_7000020_1314.wav,เปิดคอมพิวเตอร์
41086,wavs/record_smarthome_7000043_374.wav,ปิดตู้แช่ไวน์
41087,wavs/record_smarthome_7000042_2337.wav,เปิดไฟบริเวณนี้หน่อย
41090,wavs/record_smarthome_7000044_1996.wav,เปิดเตาแก๊สแบบไฟแรง
41091,wavs/record_smarthome_7000028_2577.wav,เรียกเครื่องทำความสะอาดอัตโนมัติ
41092,wavs/record_healthcare_7000026_1250.wav,แม่ปวดท้องอยากเข้าห้องน้ำ
41093,wavs/record_smarthome_7000029_24.wav,กรุณาเปิดเครื่องไล่แมลงรบกวนในห้องเก็บของ
41095,wavs/record_smarthome_7000018_1875.wav,เปิดเครื่องดูดฝุ่นในห้องเก็บของ
41096,wavs/record_smarthome_7000023_1885.wav,เปิดเครื่องดูดอากาศห้องอาหาร
41100,wavs/record_smarthome_7000050_2345.wav,เปิดไฟรั้วบ้านให้หน่อย
41101,wavs/record_healthcare_7000043_980.wav,นั่งทำงานนานไปหน่อยปวดหัวไหล่
41102,wavs/record_healthcare_7000052_985.wav,ปวดกกหูมากมีน้ำไหลออกมาด้วย
41103,wavs/record_smarthome_7000042_1978.wav,เปิดเตาซ้าย
41105,wavs/record_healthcare_7000021_1626.wav,เป็นแผลมาหนึ่งเดือนแล้วยังไม่หายปวดเลยแผลก็ไม่แห้ง
41106,wavs/record_smarthome_7000054_1328.wav,เปิดช่องระบายอากาศข้างล่าง
41108,wavs/record_healthcare_7000035_503.wav,มีไฝที่ศีรษะ
41110,wavs/record_smarthome_7000038_2339.wav,เปิดไฟบริเวณหน้าห้องน้ำ
41111,wavs/record_smarthome_7000028_1314.wav,เปิดคอมพิวเตอร์
41113,wavs/record_healthcare_7000041_414.wav,ปวดหลังเพราะนั่งผิดท่า
41118,wavs/record_healthcare_7000031_1186.wav,อาแทะขาไก่จนฟันร้าวในปาก
41119,wavs/record_healthcare_7000040_1027.wav,ปวดหูเหมือนมีน้ำอยู่ข้างใน
41121,wavs/record_healthcare_7000040_1644.wav,แก่แล้วมองอะไรไม่ชัด
41122,wavs/record_healthcare_7000035_980.wav,นั่งทำงานนานไปหน่อยปวดหัวไหล่
41124,wavs/record_smarthome_7000028_1856.wav,เปิดเครื่องดูดกลิ่นให้หน่อย
41129,wavs/record_smarthome_7000053_1964.wav,เปิดเครื่องเล่นดีวีดี
41130,wavs/record_healthcare_7000017_1958.wav,มีตุ่มผดผื่นแดงที่มีน้ำใสใสไหลออกมา
41131,wavs/record_smarthome_7000031_1329.wav,เปิดช่องระบายอากาศที่จอดรถหน่อย
41132,wavs/record_smarthome_7000021_1140.wav,เครื่องดูดฝุ่นหยุดทำงานได้
41133,wavs/record_smarthome_7000052_16.wav,กดเจลล้างมือ
41136,wavs/record_smarthome_7000020_1779.wav,เปิดวิทยุในห้องอาหารให้หน่อย
41137,wavs/record_smarthome_7000038_2090.wav,เปิดเสียงสวดมนต์ให้หน่อยนะ
41138,wavs/record_healthcare_7000050_368.wav,ตุ่มน้ำใสใสอันนี้ถ้าแกะแล้วจะแสบมากเลย
41139,wavs/record_smarthome_7000019_2325.wav,เปิดไฟทุกดวง
41140,wavs/record_healthcare_7000053_532.wav,รู้สึกปวดหลังแล้วเหมือนจะขาอ่อนแรง
41141,wavs/record_healthcare_7000016_1016.wav,ปวดหัวหน้ามืดรู้สึกวิงเวียน
41142,wavs/record_healthcare_7000026_1050.wav,ปวดไหล่เพราะมีคนเดินชน
41143,wavs/record_smarthome_7000050_1045.wav,หรี่ไฟที่จอดรถลงหน่อยสว่างเกินไป
41145,wavs/record_healthcare_7000035_378.wav,ทำงานบ้านมาทั้งวันรู้สึกเหนื่อยล้า
41146,wavs/record_smarthome_7000019_2496.wav,เปิดไฟให้สว่างกว่านี้
41150,wavs/record_healthcare_7000037_766.wav,เวลาเดินลงน้ำหนักตัวเต็มเต็มไม่ได้เจ็บเข่าแปลบเลย
41151,wavs/record_smarthome_7000029_2113.wav,เปิดแอร์ทุกครั้งเมื่อเข้าไปในห้อง
41152,wavs/record_smarthome_7000031_578.wav,ปิดวิทยุในห้องอาหารหน่อยจ้า
41156,wavs/record_smarthome_7000035_2329.wav,เปิดไฟบนเพดาน
41158,wavs/record_healthcare_7000037_1957.wav,มีดโดนมือจนบาดแผลเปิด
41160,wavs/record_smarthome_7000023_2431.wav,เปิดไฟเตาผิง
41161,wavs/record_smarthome_7000026_1382.wav,เปิดทีวีห้องเก็บของ
41162,wavs/record_smarthome_7000041_302.wav,ปรับแสงสว่างในห้องน้ำให้สลัว
41163,wavs/record_smarthome_7000028_2644.wav,โหมดปรับความเย็นอัตโนมัติ
41164,wavs/record_smarthome_7000029_492.wav,ปิดพัดลมระบายอากาศ
41165,wavs/record_smarthome_7000036_796.wav,ปิดไฟทุกดวงในห้องนั่งเล่นภายในสิบนาที
41167,wavs/record_smarthome_7000016_2177.wav,เปิดโคมไฟทำงาน
41168,wavs/record_healthcare_7000039_1471.wav,ช่วยหาของให้หน่อยรู้สึกว่ามองเห็นไม่ชัด
41170,wavs/record_smarthome_7000027_881.wav,ปิดไฟในห้องทานข้าวหน่อย
41172,wavs/record_smarthome_7000017_587.wav,ปิดหน้าต่างห้องเก็บของ
41173,wavs/record_smarthome_7000042_658.wav,ปิดเตาอบในอีกสิบห้านาที
41174,wavs/record_smarthome_7000023_1328.wav,เปิดช่องระบายอากาศข้างล่าง
41175,wavs/record_smarthome_7000052_803.wav,ปิดไฟภายในห้อง
41176,wavs/record_healthcare_7000022_1927.wav,ปวดข้อมือเนื่องจากรดน้ำต้นไม้
41177,wavs/record_smarthome_7000021_803.wav,ปิดไฟภายในห้อง
41179,wavs/record_smarthome_7000016_1769.wav,เปิดวิทยุคลื่นเก้าสิบเจ็ด
41183,wavs/record_smarthome_7000035_628.wav,ปิดเครื่องทำน้ำอุ่นให้หน่อย
41184,wavs/record_smarthome_7000040_295.wav,ปรับเบาะให้อีกหน่อย
41185,wavs/record_smarthome_7000028_2570.wav,เพิ่มแอร์เป็นยี่สิบหกองศา
41186,wavs/record_healthcare_7000019_423.wav,ปวดหลังเหมือนโดนทุบ
41187,wavs/record_smarthome_7000035_1011.wav,ล็อคประตูห้องนั่งเล่น
41189,wavs/record_smarthome_7000040_1405.wav,เปิดที่แอร์ยี่สิบห้าองศาเซลเซียส
41194,wavs/record_smarthome_7000019_204.wav,ทำน้ำอุ่นในอ่างให้หน่อย
41195,wavs/record_smarthome_7000028_1933.wav,เปิดเครื่องฟอกอากาศ
41196,wavs/record_healthcare_7000042_1973.wav,รู้สึกว่ากล้ามเนื้อที่ขาอักเสบ
41197,wavs/record_healthcare_7000038_1604.wav,อั้นฉี่ไม่อยู่
41201,wavs/record_smarthome_7000041_1352.wav,เปิดทำงานเครื่องกรองฝุ่นในอากาศ
41202,wavs/record_smarthome_7000036_1893.wav,เปิดเครื่องทำความชื้นอีกสิบนาที
41204,wavs/record_smarthome_7000052_2387.wav,เปิดไฟห้องครัวทุกดวง
41205,wavs/record_healthcare_7000029_1039.wav,ปวดไหล่กดก็เจ็บแปล๊บ
41207,wavs/record_smarthome_7000027_2082.wav,เปิดเลเซอร์เตือนภัย
41208,wavs/record_healthcare_7000044_2398.wav,มีกรดในกระเพาะ
41209,wavs/record_healthcare_7000053_2129.wav,ไม่ได้ใส่รองเท้าเดินจนเจ็บ
41213,wavs/record_smarthome_7000025_459.wav,ปิดประตูห้องเก็บของให้หน่อย
41216,wavs/record_healthcare_7000033_1930.wav,ปวดร้าวบริเวณกล้ามเนื้อขา
41217,wavs/record_smarthome_7000038_2065.wav,เปิดเพลงในมือถือ
41218,wavs/record_healthcare_7000016_531.wav,รู้สึกปวดหลังแล้วเหมือนจะขาชา
41219,wavs/record_smarthome_7000044_856.wav,ปิดไฟอีกสิบห้านาที
41223,wavs/record_smarthome_7000022_1549.wav,เปิดปุ่มฉีดก้นที่ชักโครก
41224,wavs/record_smarthome_7000020_1984.wav,เปิดเตาอบที่หนึ่งร้อยยี่สิบห้าองศาเซลเซียส
41226,wavs/record_smarthome_7000033_843.wav,ปิดไฟห้องน้ำในสามสิบนาที
41227,wavs/record_healthcare_7000022_1527.wav,ปวดระบมตรงขาเหมือนแผลจะติดเชื้อนะ
41228,wavs/record_smarthome_7000029_1530.wav,เปิดประตูอัตโนมัติที่จอดรถให้หน่อย
41230,wavs/record_smarthome_7000028_65.wav,ช่วยกดรีโมทเปิดประตูโรงรถอีกห้านาทีข้างหน้า
41232,wavs/record_smarthome_7000035_2325.wav,เปิดไฟทุกดวง
41233,wavs/record_healthcare_7000022_1167.wav,วันนี้เวียนหัวจนเกือบล้มลงไป
41236,wavs/record_smarthome_7000042_995.wav,ล็อกประตูฝั่งขวาในอีกสิบนาที
41237,wavs/record_healthcare_7000040_1244.wav,แคะหูมากเกินไปเลยปวดหู
41239,wavs/record_smarthome_7000036_2096.wav,เปิดแสงไฟบริเวณใต้พื้นรถ
41240,wavs/record_smarthome_7000023_152.wav,ตั้งอุณหภูมิน้ำระดับร้อนมาก
41243,wavs/record_smarthome_7000044_1547.wav,เปิดปล่องดูดควัน
41245,wavs/record_healthcare_7000023_1186.wav,อาแทะขาไก่จนฟันร้าวในปาก
41246,wavs/record_smarthome_7000017_2157.wav,เปิดแอร์ในห้องด้วย
41247,wavs/record_healthcare_7000029_2408.wav,รู้สึกความทรงจำเลือนราง
41248,wavs/record_smarthome_7000050_392.wav,ปิดที่กั้นผ้าม่านห้องน้ำ
41252,wavs/record_smarthome_7000022_1398.wav,เปิดที่ดูดอากาศที่จอดรถ
41254,wavs/record_smarthome_7000036_1822.wav,เปิดหน้าต่างให้หน่อยอยากรับลมเย็นข้างนอก
41256,wavs/record_healthcare_7000032_1675.wav,ไอมากเลยวันนี้มีเสมหะเหนียวด้วย
41257,wavs/record_smarthome_7000037_1560.wav,เปิดผ้าม่านห้องเก็บของ
41259,wavs/record_healthcare_7000016_452.wav,มีตุ่มขึ้นตามแผ่นหลัง
41260,wavs/record_smarthome_7000028_873.wav,ปิดไฟในห้องครัว
41261,wavs/record_smarthome_7000036_2642.wav,โปรดเปิดไฟห้องครัว
41263,wavs/record_smarthome_7000023_1043.wav,หรี่แสงไฟในห้อง
41265,wavs/record_smarthome_7000033_353.wav,ปิดกล้องวงจรปิดห้องเก็บของ
41266,wavs/record_smarthome_7000021_1144.wav,เชื่อมบลูทูธโทรศัพท์กับโน๊ตบุ๊คให้หน่อย
41267,wavs/record_healthcare_7000038_1004.wav,ปวดท้องเหมือนมีอะไรอยู่ในท้อง
41268,wavs/record_healthcare_7000037_1114.wav,ยกกระถางต้นไม้ทั้งวันทำให้ปวดไหล่มาก
41271,wavs/record_smarthome_7000044_837.wav,ปิดไฟห้องนั่งเล่นในอีกยี่สิบนาที
41272,wavs/record_smarthome_7000023_2254.wav,เปิดไฟดวงใหญ่ที่จอดรถ
41274,wavs/record_smarthome_7000032_1272.wav,เปิดกล้องวงจรปิดห้องครัว
41275,wavs/record_smarthome_7000053_866.wav,ปิดไฟโรงจอดรถ
41277,wavs/record_smarthome_7000034_2633.wav,โทรหาหลานสาวให้หน่อย
41281,wavs/record_smarthome_7000018_1763.wav,เปิดลิ้นชักเก็บของให้หน่อย
41283,wavs/record_healthcare_7000042_606.wav,ลืมห่มผ้าตอนนอนตื่นเช้ามาทำให้รู้สึกมาไข้
41284,wavs/record_healthcare_7000027_2097.wav,เมื่อวานเดินออกกำลังกายมากไปหน่อยเจ็บเท้าเลย
41285,wavs/record_smarthome_7000018_2348.wav,เปิดไฟสว่างที่สุด
41286,wavs/record_smarthome_7000022_1987.wav,เปิดเตาอบไฟบนล่างสิบนาที
41287,wavs/record_smarthome_7000033_231.wav,ปรับน้ำฝักบัวให้อยู่ที่อุณหภูมิยี่สิบเจ็ดองศาเซลเซียส
41288,wavs/record_smarthome_7000039_408.wav,ปิดน้ำที่อ่างล้างมือในสิบนาที
41290,wavs/record_healthcare_7000038_641.wav,อยู่ดีดีก็เจ็บบริเวณหัวใจเหมือนโดนบีบ
41292,wavs/record_smarthome_7000019_1463.wav,เปิดน้ำอุ่นให้ด้วย
41293,wavs/record_smarthome_7000016_422.wav,ปิดน้ำอ่างอาบน้ำห้องน้ำให้หน่อย
41294,wavs/record_smarthome_7000033_2104.wav,เปิดแอร์ที่จอดรถ
41295,wavs/record_smarthome_7000018_902.wav,ปิดไฟในอีกสิบห้านาที
41296,wavs/record_smarthome_7000054_1605.wav,เปิดพัดลมระบายอากาศเมื่อตอนใช้งานห้องน้ำ
41297,wavs/record_smarthome_7000026_2142.wav,เปิดแอร์ห้องอาหารหน่อย
41298,wavs/record_smarthome_7000054_315.wav,ปรับโซฟาในระดับนอน
41299,wavs/record_healthcare_7000026_1195.wav,เจ็บบริเวณช่องปากเพราะไม่ดื่มน้ำ
41300,wavs/record_healthcare_7000042_569.wav,รู้สึกเจ็บหัวใจจี๊ดตอนนั่งทำงาน
41301,wavs/record_healthcare_7000044_1682.wav,ไอแห้งแห้งมาหนึ่งสัปดาห์แล้วยังไม่หายเลย
41303,wavs/record_smarthome_7000042_1218.wav,เปลี่ยนสีไฟเต้นระบำ
41304,wavs/record_healthcare_7000044_517.wav,รู้สึกครั่นเนื้อครั่นตัว
41305,wavs/record_smarthome_7000029_147.wav,ตั้งค่าไมโครเวฟทำงานสิบนาที
41306,wavs/record_smarthome_7000031_717.wav,ปิดแอร์ในห้องอาหาร
41309,wavs/record_smarthome_7000036_2570.wav,เพิ่มแอร์เป็นยี่สิบหกองศา
41310,wavs/record_smarthome_7000022_1202.wav,เปลี่ยนช่องโทรทัศน์
41311,wavs/record_smarthome_7000044_333.wav,ปลดล็อกห้องนั่งเล่น
41312,wavs/record_smarthome_7000028_1925.wav,เปิดเครื่องปรับอากาศในห้องครัว
41313,wavs/record_smarthome_7000038_1044.wav,หรี่ไฟ
41315,wavs/record_smarthome_7000035_809.wav,ปิดไฟสีแดงห้องอาหารให้หน่อย
41319,wavs/record_smarthome_7000036_337.wav,ปล่อยน้ำจากอ่างทิ้ง
41321,wavs/record_healthcare_7000025_2077.wav,เดินไปเหยียบหินจนเจ็บเท้า
41322,wavs/record_smarthome_7000051_2235.wav,เปิดไฟกระพริบ
41323,wavs/record_healthcare_7000042_518.wav,รู้สึกคอแห้งผาก
41324,wavs/record_smarthome_7000050_99.wav,ช่วยเปิดเสียงเพลงหน่อย
41326,wavs/record_smarthome_7000034_393.wav,ปิดที่ดูดควันหน่อย
41329,wavs/record_smarthome_7000038_1182.wav,เบาเสียงเพลงลงอีก
41330,wavs/record_smarthome_7000035_997.wav,ล็อกประตูห้องครัวด้านหลัง
41331,wavs/record_healthcare_7000019_2052.wav,เจ็บตาเหมือนโดนกดตา
41333,wavs/record_healthcare_7000032_497.wav,มีไข้วัดอุณหภูมิได้สี่สิบ
41334,wavs/record_smarthome_7000021_694.wav,ปิดแอร์ที่ห้องนั่งเล่น
41335,wavs/record_smarthome_7000023_2134.wav,เปิดแอร์ห้องนั่งเล่นเวลาสิบหกนาฬิกา
41340,wavs/record_smarthome_7000020_2577.wav,เรียกเครื่องทำความสะอาดอัตโนมัติ
41341,wavs/record_healthcare_7000029_2365.wav,ปวดข้อนิ้วมือเมื่ออากาศเย็นมาก
41342,wavs/record_smarthome_7000050_277.wav,ปรับอุณหภูมิห้องให้อยู่ที่ยี่สิบแปดองศาเซลเซียส
41344,wavs/record_smarthome_7000051_645.wav,ปิดเครื่องล้างจาน
41345,wavs/record_smarthome_7000019_544.wav,ปิดม่านบังแสง
41346,wavs/record_healthcare_7000053_992.wav,ปวดท้องที่ตรงรอบสะดือ
41347,wavs/record_healthcare_7000042_1489.wav,ติวเตอร์นอนไม่หลับมาหลายวันแล้ว
41348,wavs/record_smarthome_7000033_2036.wav,เปิดเพลงฟังเพลินตอนอาบน้ำให้หน่อย
41349,wavs/record_smarthome_7000019_1562.wav,เปิดผ้าม่านเพิ่มแสง
41353,wavs/record_smarthome_7000044_2313.wav,เปิดไฟที่ชั้นวางในห้องเก็บของให้หน่อย
41354,wavs/record_smarthome_7000051_607.wav,ปิดเครื่องดูดควันในอีกห้านาที
41355,wavs/record_smarthome_7000036_14.wav,กดยาสีฟัน
41356,wavs/record_smarthome_7000017_533.wav,ปิดพัดลมในโรงจอดรถ
41357,wavs/record_smarthome_7000051_495.wav,ปิดพัดลมระบายอากาศในห้องเก็บของหน่อย
41358,wavs/record_healthcare_7000051_2130.wav,กระโดดมากไปนิดปวดข้อเท้า
41359,wavs/record_healthcare_7000036_2473.wav,เจ็บเจ็บบริเวณปลายเท้า
41360,wavs/record_healthcare_7000019_1572.wav,รู้สึกปวดภายในท้องมาหลายวัน
41361,wavs/record_smarthome_7000037_1376.wav,เปิดทีวีที่ห้องโถง
41362,wavs/record_healthcare_7000036_1611.wav,เกิดอุบัติเหตุทำให้ร่างกายเจ็บปวดภายใน
41363,wavs/record_healthcare_7000034_767.wav,เวลาเดินเข่ามีเสียงดังกึกกึก
41365,wavs/record_smarthome_7000034_1858.wav,เปิดเครื่องดูดควันขณะทำอาหาร
41366,wavs/record_healthcare_7000029_1492.wav,ตื่นเวลาเดิมตอนกลางคืน
41367,wavs/record_smarthome_7000052_2319.wav,เปิดไฟที่ห้องเก็บของ
41368,wavs/record_smarthome_7000018_851.wav,ปิดไฟห้องอาหารเวลายี่สิบสองนาฬิกา
41370,wavs/record_healthcare_7000033_2150.wav,จำไม่ค่อยได้หลงลืมหน้าลูกหน้าหลานหมดแล้ว
41372,wavs/record_smarthome_7000039_2304.wav,เปิดไฟที่จอดรถเมื่อมีแสงน้อย
41374,wavs/record_smarthome_7000033_1310.wav,เปิดก๊อกน้ำให้ที
41375,wavs/record_smarthome_7000052_1365.wav,เปิดทีวีช่องสามสิบสองหน่อย
41376,wavs/record_healthcare_7000034_1124.wav,รู้สึกปวดท้องน้อยด้านขวาคล้ายจะเป็นไส้ติ่ง
41377,wavs/record_healthcare_7000053_791.wav,ไฝขยายตัวรู้สึกเจ็บมาก
41379,wavs/record_smarthome_7000023_2580.wav,เร่งไฟแก๊ส
41381,wavs/record_smarthome_7000027_1777.wav,เปิดวิทยุในห้องนั่งเล่นหน่อยจ้า
41383,wavs/record_smarthome_7000053_1912.wav,เปิดเครื่องทำน้ำอุ่นในห้องน้ำ
41385,wavs/record_smarthome_7000034_2413.wav,เปิดไฟห้องน้ำในห้องนอน
41387,wavs/record_smarthome_7000032_1942.wav,เปิดเครื่องฟอกอากาศในอีกห้านาที
41393,wavs/record_smarthome_7000016_2383.wav,เปิดไฟห้องครัว
41396,wavs/record_smarthome_7000025_101.wav,ช่วยเปิดไฟดวงที่หนึ่ง
41397,wavs/record_healthcare_7000023_2139.wav,กินเนื้อเยอะจนท้องอืด
41399,wavs/record_smarthome_7000054_44.wav,ค้นหาวิธีกำจัดแมลง
41402,wavs/record_healthcare_7000036_2437.wav,วันนี้เดินซื้อของหลงลืมเอาเงินมากด้วย
41403,wavs/record_smarthome_7000020_1133.wav,อ่านหนังสือเล่มนี้ให้ฟังหน่อย
41404,wavs/record_healthcare_7000052_2415.wav,รู้สึกปวดบริเวณแขนเพราะเกิดจากรถล้ม
41405,wavs/record_healthcare_7000038_1022.wav,ปวดหูมากเหมือนมีอะไรอยู่ในหู
41408,wavs/record_healthcare_7000029_1151.wav,รู้สึกเจ็บบริเวณช่องปากเวลากินข้าว
41410,wavs/record_healthcare_7000032_1524.wav,ปวดต้นคอมาเป็นเวลานาน
41413,wavs/record_healthcare_7000021_686.wav,เจ็บหัวใจเหมือนจะวาย
41416,wavs/record_healthcare_7000039_1640.wav,เวลาหายใจเข้ากะบังลมจะดันลงต่ำจนไปดันถุงน้ำดีที่อักเสบอยู่
41417,wavs/record_healthcare_7000029_458.wav,มีตุ่มขึ้นเรียงตัวกันเป็นตับจนแทบไม่มีที่ว่าง
41418,wavs/record_smarthome_7000027_1579.wav,เปิดฝารองชักโครก
41419,wavs/record_healthcare_7000017_1505.wav,นั่งทำงานนานไปหน่อยจนมองตัวหนังสือไม่ชัด
41420,wavs/record_smarthome_7000021_2603.wav,แจ้งเตือนสิ่งที่ต้องทำพรุ่งนี้
41422,wavs/record_healthcare_7000020_1989.wav,รู้สึกเจ็บเท้าเหมือนโดนอะไรกัดมา
41423,wavs/record_smarthome_7000054_1225.wav,เปลี่ยนสีไฟให้หน่อย
41424,wavs/record_healthcare_7000026_1140.wav,รู้สึกวิงเวียนเพราะตากแดดมา
41426,wavs/record_smarthome_7000041_514.wav,ปิดพัดลมในหลังบ้าน
41427,wavs/record_smarthome_7000037_261.wav,ปรับระดับแสงไฟให้สว่างขึ้น
41428,wavs/record_smarthome_7000052_627.wav,ปิดเครื่องทำน้ำอุ่นในอีกห้านาที
41429,wavs/record_smarthome_7000034_377.wav,ปิดทีวี
41432,wavs/record_smarthome_7000034_1293.wav,เปิดก๊อกน้ำระดับแรงสุด
41433,wavs/record_smarthome_7000035_1399.wav,เปิดที่ดูดอากาศห้องอาหาร
41437,wavs/record_smarthome_7000053_779.wav,ปิดไฟที่จอดรถตอนเวลาหกโมงเช้า
41438,wavs/record_healthcare_7000043_781.wav,แม่เจ็บเข่าจังเพราะลื่นสะดุดก้อนหินล้ม
41439,wavs/record_healthcare_7000041_2463.wav,อาหารไม่ย่อยเพราะทานเยอะเกินไป
41441,wavs/record_smarthome_7000039_849.wav,ปิดไฟห้องอาหารภายในสามสิบนาที
41442,wavs/record_healthcare_7000054_1643.wav,เหมือนมีก้อนอะไรมาบังตาทำให้มองเห็นไม่ชัด
41443,wavs/record_smarthome_7000036_1866.wav,เปิดเครื่องดูดควันเวลาทำอาหารทุกครั้ง
41444,wavs/record_smarthome_7000032_565.wav,ปิดรั้วที่จอดรถ
41445,wavs/record_smarthome_7000054_2592.wav,เลื่อนลิ้นชักด้านบนสุด
41446,wavs/record_healthcare_7000041_1958.wav,มีตุ่มผดผื่นแดงที่มีน้ำใสใสไหลออกมา
41448,wavs/record_smarthome_7000038_1097.wav,อีกสิบหน้านาทีเตือนด้วยว่ามีไก่ในเตาอบ
41449,wavs/record_smarthome_7000028_1473.wav,เปิดน้ำเย็นที่ฝักบัว
41450,wavs/record_smarthome_7000028_2200.wav,เปิดโหมดฆ่าเชื้อ
41451,wavs/record_smarthome_7000028_2457.wav,เปิดไฟโรงรถให้หน่อยนะ
41452,wavs/record_smarthome_7000036_212.wav,นวดตัวระดับแรง
41454,wavs/record_healthcare_7000019_1086.wav,พอมีอายุมากขึ้นมากก็ทำให้ปวดเมื่อยทั้งตัว
41455,wavs/record_smarthome_7000027_2601.wav,แจ้งเตือนน้ำล้น
41458,wavs/record_smarthome_7000042_1536.wav,เปิดประตูโรงรถ
41463,wavs/record_healthcare_7000054_2379.wav,ปวดหัวบริเวณท้ายทอยค่ะ
41465,wavs/record_smarthome_7000052_2294.wav,เปิดไฟทางเดินเข้าบ้าน
41467,wavs/record_healthcare_7000029_2474.wav,เจ็บแผลตรงที่ตะปูตำมาก
41469,wavs/record_smarthome_7000038_309.wav,ปรับแอร์ลงอีกสามองศาเซลเซียส
41470,wavs/record_healthcare_7000032_1984.wav,รู้สึกเจ็บกล้ามเนื้อขาไม่สามารถลงน้ำหนักได้
41471,wavs/record_smarthome_7000050_1841.wav,เปิดเครื่องกรองอากาศในห้องนั่งเล่น
41473,wavs/record_smarthome_7000053_2035.wav,เปิดเพลงฟังสบาย
41474,wavs/record_smarthome_7000019_1292.wav,เปิดก๊อกน้ำที่อ่างล้างหน้า
41475,wavs/record_healthcare_7000043_2377.wav,ปวดหัวทุกคืนไม่รู้เป็นอะไร
41477,wavs/record_healthcare_7000026_419.wav,ปวดหลังเหมือนมีคนใช้ไม้ทุบหลังมา
41479,wavs/record_healthcare_7000041_2447.wav,หายใจลำบากเหมือนอะไรติดที่ลำคอ
41480,wavs/record_healthcare_7000039_1229.wav,เวียนหัวแบบเป็นเป็นหายหาย
41481,wavs/record_healthcare_7000021_1087.wav,พอยกของหนักก็ปวดไหล่
41482,wavs/record_smarthome_7000053_1843.wav,เปิดเครื่องกระจายกลิ่นหอม
41483,wavs/record_smarthome_7000021_241.wav,ปรับม่านรับแสง
41484,wavs/record_healthcare_7000023_780.wav,แน่นหน้าอกบริเวณหัวใจ
